,black,boy,read,math,star,freelun,teacher_experience,test_score,sc_freelun,sc_black
10199,0,1,659.0,639.0,0,0,8.0,1298.0,0,0
10202,1,0,517.0,599.0,1,0,7.0,1116.0,0,1
10204,0,1,579.0,556.0,0,0,12.0,1135.0,0,0
10205,0,0,552.0,565.0,0,0,22.0,1117.0,0,0
10207,0,0,538.0,530.0,0,0,22.0,1068.0,0,0
10212,0,1,577.0,557.0,1,1,14.0,1134.0,1,0
10214,0,1,559.0,572.0,0,1,33.0,1131.0,0,0
10215,0,1,484.0,488.0,0,0,1.0,972.0,0,0
10216,0,0,602.0,572.0,0,0,7.0,1174.0,0,0
10217,0,0,557.0,563.0,0,1,27.0,1120.0,0,0
10218,0,1,541.0,639.0,0,0,16.0,1180.0,0,0
10219,0,1,559.0,579.0,1,1,10.0,1138.0,1,0
10222,1,0,573.0,530.0,0,1,16.0,1103.0,0,0
10226,0,0,582.0,546.0,0,0,19.0,1128.0,0,0
10228,1,1,566.0,541.0,0,1,4.0,1107.0,0,0
10229,0,1,536.0,509.0,0,0,12.0,1045.0,0,0
10233,1,0,555.0,596.0,0,1,4.0,1151.0,0,0
10234,0,1,584.0,599.0,0,0,22.0,1183.0,0,0
10235,0,1,586.0,543.0,1,1,12.0,1129.0,1,0
10236,0,0,669.0,674.0,0,1,15.0,1343.0,0,0
10237,0,0,593.0,659.0,0,1,12.0,1252.0,0,0
10239,0,0,637.0,659.0,1,0,7.0,1296.0,0,0
10240,1,0,554.0,565.0,0,1,6.0,1119.0,0,0
10242,0,0,669.0,639.0,0,0,6.0,1308.0,0,0
10248,0,0,602.0,570.0,1,1,11.0,1172.0,1,0
10249,0,1,527.0,548.0,0,0,1.0,1075.0,0,0
10250,0,1,631.0,548.0,0,0,8.0,1179.0,0,0
10252,0,1,573.0,632.0,0,1,19.0,1205.0,0,0
10253,0,1,562.0,596.0,0,0,10.0,1158.0,0,0
10255,1,1,549.0,540.0,0,1,1.0,1089.0,0,0
10259,0,0,562.0,626.0,0,1,18.0,1188.0,0,0
10261,0,1,599.0,674.0,0,0,6.0,1273.0,0,0
10263,1,0,564.0,568.0,0,0,14.0,1132.0,0,0
10264,0,0,535.0,556.0,0,1,13.0,1091.0,0,0
10265,0,1,669.0,639.0,0,0,13.0,1308.0,0,0
10266,1,0,517.0,526.0,0,1,4.0,1043.0,0,0
10268,1,0,588.0,561.0,0,1,31.0,1149.0,0,0
10270,1,0,611.0,587.0,0,0,4.0,1198.0,0,0
10272,0,0,536.0,572.0,0,0,7.0,1108.0,0,0
10274,1,0,536.0,518.0,0,0,12.0,1054.0,0,0
10275,1,1,523.0,559.0,0,1,4.0,1082.0,0,0
10276,1,1,511.0,528.0,0,1,0.0,1039.0,0,0
10278,1,0,650.0,611.0,1,1,13.0,1261.0,1,1
10281,0,1,659.0,603.0,0,0,34.0,1262.0,0,0
10283,0,0,564.0,556.0,0,1,13.0,1120.0,0,0
10284,0,1,529.0,523.0,0,0,14.0,1052.0,0,0
10288,0,0,627.0,561.0,0,0,25.0,1188.0,0,0
10289,0,0,544.0,546.0,0,0,18.0,1090.0,0,0
10290,0,0,588.0,538.0,0,1,15.0,1126.0,0,0
10291,0,1,593.0,590.0,0,0,1.0,1183.0,0,0
10293,0,1,627.0,620.0,1,0,15.0,1247.0,0,0
10294,0,0,579.0,596.0,0,0,5.0,1175.0,0,0
10296,0,1,579.0,584.0,0,0,19.0,1163.0,0,0
10297,0,1,614.0,620.0,0,0,16.0,1234.0,0,0
10299,0,0,602.0,626.0,0,1,8.0,1228.0,0,0
10300,1,0,554.0,494.0,0,1,6.0,1048.0,0,0
10306,1,1,527.0,530.0,1,1,31.0,1057.0,1,1
10307,0,0,575.0,561.0,0,0,13.0,1136.0,0,0
10308,0,1,508.0,531.0,1,1,39.0,1039.0,1,0
10311,0,1,539.0,559.0,0,1,7.0,1098.0,0,0
10313,1,1,542.0,533.0,0,1,9.0,1075.0,0,0
10314,0,1,557.0,545.0,0,0,23.0,1102.0,0,0
10316,0,1,586.0,579.0,1,0,1.0,1165.0,0,0
10319,0,1,521.0,514.0,0,1,7.0,1035.0,0,0
10323,1,0,582.0,579.0,1,1,8.0,1161.0,1,1
10324,0,1,557.0,536.0,0,1,18.0,1093.0,0,0
10327,1,0,571.0,611.0,0,1,12.0,1182.0,0,0
10328,1,0,659.0,674.0,0,0,9.0,1333.0,0,0
10329,0,0,566.0,568.0,0,1,12.0,1134.0,0,0
10330,0,0,602.0,577.0,0,0,1.0,1179.0,0,0
10331,1,1,544.0,531.0,0,1,9.0,1075.0,0,0
10333,1,1,575.0,570.0,0,0,8.0,1145.0,0,0
10335,0,0,669.0,626.0,0,0,19.0,1295.0,0,0
10336,1,1,555.0,568.0,0,0,28.0,1123.0,0,0
10339,0,1,602.0,615.0,1,0,0.0,1217.0,0,0
10340,0,1,602.0,596.0,0,1,2.0,1198.0,0,0
10343,0,0,575.0,540.0,1,1,28.0,1115.0,1,0
10345,1,1,559.0,526.0,1,1,14.0,1085.0,1,1
10350,0,0,529.0,556.0,0,1,16.0,1085.0,0,0
10353,0,1,539.0,543.0,0,0,19.0,1082.0,0,0
10354,1,0,643.0,615.0,0,1,11.0,1258.0,0,0
10355,0,1,500.0,538.0,1,0,10.0,1038.0,0,0
10357,0,0,582.0,546.0,0,0,12.0,1128.0,0,0
10363,0,1,599.0,596.0,0,1,6.0,1195.0,0,0
10364,1,0,599.0,531.0,0,1,30.0,1130.0,0,0
10365,0,0,547.0,546.0,0,0,6.0,1093.0,0,0
10366,0,0,593.0,590.0,1,1,2.0,1183.0,1,0
10370,1,1,573.0,528.0,1,1,29.0,1101.0,1,1
10371,0,0,618.0,611.0,0,0,4.0,1229.0,0,0
10375,0,1,550.0,561.0,1,1,11.0,1111.0,1,0
10376,0,1,596.0,582.0,1,0,4.0,1178.0,0,0
10377,0,1,505.0,522.0,0,1,19.0,1027.0,0,0
10379,0,0,593.0,556.0,0,0,22.0,1149.0,0,0
10380,1,0,622.0,599.0,1,1,30.0,1221.0,1,1
10381,0,1,618.0,565.0,1,0,12.0,1183.0,0,0
10382,0,1,611.0,611.0,0,0,20.0,1222.0,0,0
10386,1,0,529.0,593.0,0,1,1.0,1122.0,0,0
10387,0,1,568.0,565.0,1,0,1.0,1133.0,0,0
10389,0,0,604.0,599.0,0,0,12.0,1203.0,0,0
10391,0,1,604.0,587.0,0,1,2.0,1191.0,0,0
10392,1,0,599.0,590.0,0,1,16.0,1189.0,0,0
10393,1,0,566.0,554.0,0,1,5.0,1120.0,0,0
10395,0,0,575.0,593.0,0,1,19.0,1168.0,0,0
10396,0,1,669.0,593.0,1,0,9.0,1262.0,0,0
10397,0,1,602.0,607.0,0,0,9.0,1209.0,0,0
10403,0,0,637.0,721.0,1,0,1.0,1358.0,0,0
10408,0,1,631.0,603.0,0,0,8.0,1234.0,0,0
10409,0,0,586.0,550.0,0,0,13.0,1136.0,0,0
10410,0,0,643.0,584.0,0,0,15.0,1227.0,0,0
10412,0,1,604.0,659.0,1,1,14.0,1263.0,1,0
10413,0,1,669.0,596.0,0,0,25.0,1265.0,0,0
10415,1,0,566.0,563.0,0,0,4.0,1129.0,0,0
10417,0,1,569.0,574.0,0,0,6.0,1143.0,0,0
10418,1,0,559.0,533.0,1,1,12.0,1092.0,1,1
10420,0,0,608.0,603.0,1,1,5.0,1211.0,1,0
10421,0,1,593.0,593.0,0,1,19.0,1186.0,0,0
10423,0,1,643.0,639.0,1,0,20.0,1282.0,0,0
10424,0,0,618.0,607.0,0,0,14.0,1225.0,0,0
10426,0,0,622.0,593.0,0,1,18.0,1215.0,0,0
10428,0,0,650.0,611.0,1,1,11.0,1261.0,1,0
10431,1,0,555.0,557.0,0,1,2.0,1112.0,0,0
10432,0,1,614.0,648.0,0,1,6.0,1262.0,0,0
10434,0,1,582.0,572.0,0,0,25.0,1154.0,0,0
10437,0,0,637.0,626.0,1,0,3.0,1263.0,0,0
10438,0,0,584.0,568.0,1,1,23.0,1152.0,1,0
10440,0,1,669.0,639.0,0,0,5.0,1308.0,0,0
10441,1,0,569.0,587.0,0,1,16.0,1156.0,0,0
10442,0,1,549.0,579.0,0,0,17.0,1128.0,0,0
10444,0,1,588.0,502.0,1,1,15.0,1090.0,1,0
10445,0,1,569.0,531.0,0,0,28.0,1100.0,0,0
10446,1,0,622.0,590.0,0,1,0.0,1212.0,0,0
10448,1,1,526.0,514.0,0,1,9.0,1040.0,0,0
10449,0,0,659.0,648.0,0,0,14.0,1307.0,0,0
10452,1,0,564.0,584.0,0,1,1.0,1148.0,0,0
10455,1,1,494.0,488.0,1,1,14.0,982.0,1,1
10456,0,1,684.0,615.0,0,0,15.0,1299.0,0,0
10458,0,1,502.0,528.0,0,0,30.0,1030.0,0,0
10459,1,0,557.0,572.0,1,1,1.0,1129.0,1,1
10461,0,1,511.0,572.0,1,0,14.0,1083.0,0,0
10462,1,0,541.0,577.0,0,1,9.0,1118.0,0,0
10463,0,1,643.0,626.0,1,0,14.0,1269.0,0,0
10465,0,1,659.0,574.0,0,0,17.0,1233.0,0,0
10467,0,1,559.0,548.0,0,1,12.0,1107.0,0,0
10469,0,0,573.0,546.0,1,0,22.0,1119.0,0,0
10471,1,0,562.0,579.0,1,0,0.0,1141.0,0,1
10475,1,1,532.0,579.0,1,1,12.0,1111.0,1,1
10477,0,1,591.0,572.0,0,1,0.0,1163.0,0,0
10478,1,0,555.0,568.0,0,1,19.0,1123.0,0,0
10481,1,0,515.0,541.0,0,1,0.0,1056.0,0,0
10482,0,1,684.0,659.0,0,0,19.0,1343.0,0,0
10484,1,0,588.0,574.0,1,1,4.0,1162.0,1,1
10485,1,0,614.0,607.0,0,0,4.0,1221.0,0,0
10488,0,1,559.0,552.0,0,0,13.0,1111.0,0,0
10489,1,1,484.0,538.0,0,1,7.0,1022.0,0,0
10493,1,0,593.0,603.0,0,1,6.0,1196.0,0,0
10495,1,0,573.0,548.0,0,1,7.0,1121.0,0,0
10496,0,1,566.0,596.0,1,0,22.0,1162.0,0,0
10497,0,0,575.0,620.0,1,1,14.0,1195.0,1,0
10499,0,1,568.0,587.0,0,1,31.0,1155.0,0,0
10504,1,1,538.0,540.0,0,1,30.0,1078.0,0,0
10506,0,0,559.0,587.0,1,0,1.0,1146.0,0,0
10507,1,1,538.0,540.0,0,1,13.0,1078.0,0,0
10510,1,0,627.0,599.0,1,1,8.0,1226.0,1,1
10512,0,0,669.0,639.0,0,0,13.0,1308.0,0,0
10513,0,1,596.0,582.0,0,0,20.0,1178.0,0,0
10514,1,0,596.0,579.0,0,0,25.0,1175.0,0,0
10515,1,0,571.0,587.0,1,0,33.0,1158.0,0,1
10516,0,1,550.0,632.0,0,0,14.0,1182.0,0,0
10518,1,1,571.0,599.0,0,1,31.0,1170.0,0,0
10520,1,0,588.0,590.0,0,0,28.0,1178.0,0,0
10521,0,1,732.0,674.0,1,0,10.0,1406.0,0,0
10523,0,0,627.0,590.0,0,0,19.0,1217.0,0,0
10525,0,1,732.0,620.0,0,1,9.0,1352.0,0,0
10526,0,0,554.0,518.0,0,0,12.0,1072.0,0,0
10527,0,0,545.0,538.0,0,1,19.0,1083.0,0,0
10528,0,1,503.0,572.0,0,0,14.0,1075.0,0,0
10529,0,0,669.0,659.0,0,1,16.0,1328.0,0,0
10530,0,1,588.0,632.0,0,0,18.0,1220.0,0,0
10533,0,0,515.0,517.0,1,1,2.0,1032.0,1,0
10535,1,1,614.0,596.0,0,1,7.0,1210.0,0,0
10536,1,1,544.0,556.0,0,1,10.0,1100.0,0,0
10537,0,1,588.0,596.0,0,1,14.0,1184.0,0,0
10541,0,1,591.0,639.0,0,0,1.0,1230.0,0,0
10546,1,0,631.0,596.0,1,1,30.0,1227.0,1,1
10548,0,0,602.0,582.0,1,1,20.0,1184.0,1,0
10552,0,1,643.0,607.0,0,0,19.0,1250.0,0,0
10553,0,0,582.0,648.0,0,1,7.0,1230.0,0,0
10554,0,0,582.0,611.0,0,1,12.0,1193.0,0,0
10555,0,1,596.0,582.0,1,0,4.0,1178.0,0,0
10556,0,1,588.0,603.0,0,1,19.0,1191.0,0,0
10557,1,0,476.0,497.0,0,1,13.0,973.0,0,0
10559,0,1,569.0,536.0,0,0,1.0,1105.0,0,0
10560,1,0,571.0,565.0,1,1,5.0,1136.0,1,1
10567,0,1,591.0,626.0,0,0,8.0,1217.0,0,0
10568,0,1,554.0,563.0,0,1,20.0,1117.0,0,0
10569,0,0,684.0,699.0,0,0,21.0,1383.0,0,0
10573,1,1,523.0,593.0,0,1,4.0,1116.0,0,0
10574,1,0,536.0,525.0,1,1,0.0,1061.0,1,1
10575,0,0,596.0,579.0,0,0,2.0,1175.0,0,0
10576,1,1,596.0,584.0,0,1,22.0,1180.0,0,0
10577,1,1,557.0,530.0,0,1,9.0,1087.0,0,0
10579,0,0,611.0,639.0,1,0,10.0,1250.0,0,0
10580,0,0,637.0,607.0,1,0,3.0,1244.0,0,0
10583,0,1,614.0,639.0,0,0,14.0,1253.0,0,0
10584,0,1,491.0,520.0,1,1,16.0,1011.0,1,0
10589,0,1,618.0,632.0,0,1,19.0,1250.0,0,0
10592,0,0,582.0,599.0,0,0,12.0,1181.0,0,0
10594,1,1,538.0,541.0,0,1,11.0,1079.0,0,0
10597,1,1,535.0,584.0,0,1,1.0,1119.0,0,0
10598,0,1,555.0,561.0,0,0,14.0,1116.0,0,0
10600,1,1,614.0,540.0,0,1,32.0,1154.0,0,0
10602,0,1,579.0,599.0,0,0,20.0,1178.0,0,0
10604,0,1,608.0,561.0,0,0,4.0,1169.0,0,0
10605,0,0,614.0,559.0,1,1,15.0,1173.0,1,0
10607,1,0,541.0,556.0,0,1,21.0,1097.0,0,0
10609,0,0,555.0,523.0,0,0,19.0,1078.0,0,0
10612,0,0,591.0,599.0,0,1,26.0,1190.0,0,0
10615,0,0,571.0,565.0,0,0,18.0,1136.0,0,0
10617,0,1,627.0,632.0,1,0,22.0,1259.0,0,0
10618,0,1,571.0,593.0,0,0,26.0,1164.0,0,0
10622,1,0,575.0,559.0,0,1,11.0,1134.0,0,0
10628,0,0,669.0,674.0,0,0,4.0,1343.0,0,0
10629,1,0,550.0,582.0,1,0,4.0,1132.0,0,1
10633,0,0,599.0,568.0,0,0,15.0,1167.0,0,0
10637,0,1,500.0,485.0,1,1,12.0,985.0,1,0
10639,0,0,643.0,626.0,0,1,11.0,1269.0,0,0
10640,1,1,547.0,593.0,0,0,23.0,1140.0,0,0
10641,0,1,611.0,557.0,0,1,14.0,1168.0,0,0
10646,1,1,535.0,531.0,0,1,29.0,1066.0,0,0
10649,0,0,608.0,574.0,1,0,5.0,1182.0,0,0
10651,0,1,659.0,639.0,1,0,16.0,1298.0,0,0
10652,0,0,650.0,615.0,1,0,18.0,1265.0,0,0
10653,0,0,523.0,528.0,0,1,20.0,1051.0,0,0
10655,0,0,637.0,607.0,0,0,17.0,1244.0,0,0
10657,0,0,604.0,603.0,1,0,10.0,1207.0,0,0
10658,0,0,586.0,568.0,1,0,22.0,1154.0,0,0
10660,1,0,533.0,540.0,1,1,23.0,1073.0,1,1
10662,0,1,575.0,561.0,0,0,0.0,1136.0,0,0
10663,1,1,569.0,574.0,0,1,13.0,1143.0,0,0
10664,0,0,599.0,632.0,0,0,23.0,1231.0,0,0
10666,0,0,582.0,587.0,0,1,31.0,1169.0,0,0
10667,0,1,538.0,556.0,0,0,12.0,1094.0,0,0
10668,0,0,582.0,574.0,0,1,19.0,1156.0,0,0
10669,0,1,579.0,590.0,0,0,7.0,1169.0,0,0
10670,0,1,622.0,648.0,0,0,19.0,1270.0,0,0
10671,0,0,602.0,584.0,1,1,11.0,1186.0,1,0
10672,1,1,523.0,505.0,0,1,1.0,1028.0,0,0
10676,0,1,643.0,599.0,0,0,15.0,1242.0,0,0
10677,0,0,571.0,582.0,1,0,9.0,1153.0,0,0
10680,0,0,577.0,574.0,0,0,16.0,1151.0,0,0
10681,0,0,650.0,620.0,0,0,8.0,1270.0,0,0
10682,0,0,573.0,556.0,0,0,1.0,1129.0,0,0
10683,1,0,503.0,495.0,0,1,30.0,998.0,0,0
10688,0,0,631.0,574.0,0,0,16.0,1205.0,0,0
10691,0,0,622.0,582.0,0,0,5.0,1204.0,0,0
10692,1,0,588.0,556.0,0,1,13.0,1144.0,0,0
10693,0,1,643.0,579.0,0,0,13.0,1222.0,0,0
10695,0,0,593.0,599.0,1,0,10.0,1192.0,0,0
10696,0,1,582.0,579.0,0,0,4.0,1161.0,0,0
10700,1,1,611.0,626.0,0,1,4.0,1237.0,0,0
10703,1,1,508.0,514.0,0,1,8.0,1022.0,0,0
10706,1,0,566.0,577.0,1,1,26.0,1143.0,1,1
10707,0,0,611.0,620.0,1,0,12.0,1231.0,0,0
10708,0,1,532.0,492.0,0,0,18.0,1024.0,0,0
10709,1,1,586.0,579.0,0,1,32.0,1165.0,0,0
10711,0,1,627.0,568.0,0,1,0.0,1195.0,0,0
10712,1,0,539.0,500.0,1,0,14.0,1039.0,0,1
10713,1,1,505.0,543.0,1,1,13.0,1048.0,1,1
10715,1,1,549.0,574.0,0,1,32.0,1123.0,0,0
10716,1,1,541.0,550.0,1,1,4.0,1091.0,1,1
10717,0,0,631.0,639.0,1,0,20.0,1270.0,0,0
10722,1,1,549.0,548.0,0,1,7.0,1097.0,0,0
10723,0,0,611.0,568.0,0,1,14.0,1179.0,0,0
10725,0,1,593.0,579.0,0,0,20.0,1172.0,0,0
10727,0,0,627.0,626.0,0,1,4.0,1253.0,0,0
10728,1,0,552.0,552.0,0,1,2.0,1104.0,0,0
10730,1,0,547.0,570.0,0,1,1.0,1117.0,0,0
10732,0,1,533.0,502.0,1,1,4.0,1035.0,1,0
10734,1,0,547.0,541.0,0,1,17.0,1088.0,0,0
10735,0,1,631.0,639.0,1,0,1.0,1270.0,0,0
10737,1,0,608.0,554.0,0,1,19.0,1162.0,0,0
10738,1,1,517.0,596.0,0,1,1.0,1113.0,0,0
10739,0,1,562.0,543.0,0,0,9.0,1105.0,0,0
10741,1,0,627.0,620.0,0,1,21.0,1247.0,0,0
10743,1,0,591.0,520.0,0,1,12.0,1111.0,0,0
10744,0,1,584.0,596.0,0,1,8.0,1180.0,0,0
10746,1,0,582.0,550.0,0,1,5.0,1132.0,0,0
10747,1,0,608.0,607.0,1,0,0.0,1215.0,0,1
10749,0,1,596.0,603.0,1,0,14.0,1199.0,0,0
10750,1,0,566.0,599.0,0,0,13.0,1165.0,0,0
10751,0,0,588.0,620.0,1,0,33.0,1208.0,0,0
10756,1,0,515.0,499.0,1,1,2.0,1014.0,1,1
10759,0,0,669.0,699.0,1,0,12.0,1368.0,0,0
10761,0,0,627.0,615.0,1,0,20.0,1242.0,0,0
10765,1,0,557.0,525.0,1,0,33.0,1082.0,0,1
10771,0,0,631.0,659.0,0,0,10.0,1290.0,0,0
10772,0,1,643.0,620.0,0,0,15.0,1263.0,0,0
10773,0,1,618.0,607.0,1,0,12.0,1225.0,0,0
10775,1,0,562.0,531.0,0,1,23.0,1093.0,0,0
10777,0,1,637.0,626.0,0,0,19.0,1263.0,0,0
10778,0,1,573.0,582.0,0,0,12.0,1155.0,0,0
10780,1,1,577.0,674.0,0,1,12.0,1251.0,0,0
10781,0,0,614.0,582.0,0,0,15.0,1196.0,0,0
10783,0,0,684.0,648.0,0,0,20.0,1332.0,0,0
10784,0,1,618.0,632.0,1,0,17.0,1250.0,0,0
10788,0,1,582.0,574.0,0,1,22.0,1156.0,0,0
10789,1,0,555.0,552.0,0,0,10.0,1107.0,0,0
10791,0,1,586.0,611.0,0,1,6.0,1197.0,0,0
10792,0,0,582.0,590.0,1,0,18.0,1172.0,0,0
10794,0,0,637.0,632.0,1,0,4.0,1269.0,0,0
10798,0,0,611.0,590.0,0,0,1.0,1201.0,0,0
10799,0,1,564.0,561.0,0,0,19.0,1125.0,0,0
10800,0,1,550.0,565.0,0,0,20.0,1115.0,0,0
10801,1,0,526.0,541.0,1,1,27.0,1067.0,1,1
10802,1,0,573.0,546.0,0,1,9.0,1119.0,0,0
10804,0,1,596.0,659.0,1,0,5.0,1255.0,0,0
10805,1,0,608.0,563.0,0,1,14.0,1171.0,0,0
10806,1,1,529.0,574.0,0,0,9.0,1103.0,0,0
10807,0,0,555.0,590.0,1,1,29.0,1145.0,1,0
10809,0,0,637.0,584.0,1,1,10.0,1221.0,1,0
10810,0,1,604.0,584.0,0,0,2.0,1188.0,0,0
10811,0,0,709.0,648.0,0,0,16.0,1357.0,0,0
10812,1,0,593.0,535.0,0,1,5.0,1128.0,0,0
10813,1,1,529.0,514.0,0,1,7.0,1043.0,0,0
10817,0,1,526.0,517.0,0,1,13.0,1043.0,0,0
10820,0,1,614.0,639.0,1,0,5.0,1253.0,0,0
10821,0,1,536.0,557.0,1,0,22.0,1093.0,0,0
10822,1,1,539.0,535.0,1,1,23.0,1074.0,1,1
10823,1,0,602.0,561.0,1,0,4.0,1163.0,0,1
10826,1,1,569.0,584.0,0,1,22.0,1153.0,0,0
10827,1,1,509.0,563.0,0,1,1.0,1072.0,0,0
10829,0,1,602.0,596.0,0,0,17.0,1198.0,0,0
10831,1,1,559.0,538.0,0,1,25.0,1097.0,0,0
10835,1,0,575.0,540.0,0,0,9.0,1115.0,0,0
10836,1,1,650.0,632.0,1,1,11.0,1282.0,1,1
10838,0,0,643.0,626.0,0,0,12.0,1269.0,0,0
10840,1,1,588.0,550.0,0,0,28.0,1138.0,0,0
10842,1,0,643.0,620.0,0,0,18.0,1263.0,0,0
10843,0,1,511.0,530.0,0,0,30.0,1041.0,0,0
10844,0,0,500.0,550.0,0,1,7.0,1050.0,0,0
10845,0,1,669.0,615.0,1,1,9.0,1284.0,1,0
10849,0,1,588.0,721.0,1,1,10.0,1309.0,1,0
10851,1,0,591.0,584.0,0,1,0.0,1175.0,0,0
10852,0,0,582.0,648.0,1,0,22.0,1230.0,0,0
10853,0,1,669.0,632.0,0,0,14.0,1301.0,0,0
10855,0,1,604.0,615.0,0,0,2.0,1219.0,0,0
10856,0,0,554.0,561.0,1,1,1.0,1115.0,1,0
10857,1,1,554.0,523.0,1,1,11.0,1077.0,1,1
10859,0,0,549.0,572.0,0,0,8.0,1121.0,0,0
10861,0,1,622.0,632.0,1,0,32.0,1254.0,0,0
10865,1,1,538.0,538.0,0,1,2.0,1076.0,0,0
10867,1,1,552.0,552.0,0,1,14.0,1104.0,0,0
10868,0,1,544.0,582.0,0,1,31.0,1126.0,0,0
10869,0,0,643.0,607.0,0,0,12.0,1250.0,0,0
10872,0,0,557.0,626.0,1,1,15.0,1183.0,1,0
10873,1,0,571.0,546.0,0,1,12.0,1117.0,0,0
10875,0,0,586.0,590.0,1,1,0.0,1176.0,1,0
10876,0,1,627.0,565.0,0,0,12.0,1192.0,0,0
10877,0,1,631.0,620.0,1,0,0.0,1251.0,0,0
10881,0,1,593.0,611.0,1,0,5.0,1204.0,0,0
10883,0,1,631.0,620.0,0,1,8.0,1251.0,0,0
10885,0,1,614.0,626.0,0,0,9.0,1240.0,0,0
10890,0,0,637.0,639.0,0,0,1.0,1276.0,0,0
10891,1,1,536.0,550.0,1,1,12.0,1086.0,1,1
10892,1,1,518.0,500.0,1,1,18.0,1018.0,1,1
10899,0,1,577.0,579.0,0,1,8.0,1156.0,0,0
10903,0,0,496.0,561.0,0,1,25.0,1057.0,0,0
10905,0,0,622.0,615.0,0,0,14.0,1237.0,0,0
10908,1,1,596.0,572.0,1,0,29.0,1168.0,0,1
10909,0,1,588.0,648.0,0,1,9.0,1236.0,0,0
10910,0,0,631.0,587.0,0,0,18.0,1218.0,0,0
10911,0,0,631.0,615.0,0,1,20.0,1246.0,0,0
10912,0,0,568.0,556.0,1,0,17.0,1124.0,0,0
10913,0,0,650.0,626.0,1,0,21.0,1276.0,0,0
10918,0,1,596.0,615.0,0,0,19.0,1211.0,0,0
10923,1,0,554.0,525.0,1,1,33.0,1079.0,1,1
10924,1,1,539.0,541.0,1,1,1.0,1080.0,1,1
10925,1,0,539.0,514.0,1,1,2.0,1053.0,1,1
10927,1,1,637.0,674.0,1,1,13.0,1311.0,1,1
10930,1,0,659.0,674.0,1,0,28.0,1333.0,0,1
10932,0,1,545.0,574.0,0,1,13.0,1119.0,0,0
10933,0,0,614.0,563.0,1,1,8.0,1177.0,1,0
10935,0,1,564.0,574.0,0,1,17.0,1138.0,0,0
10936,0,1,569.0,579.0,0,0,12.0,1148.0,0,0
10938,1,1,538.0,512.0,0,1,14.0,1050.0,0,0
10939,0,0,559.0,548.0,1,1,14.0,1107.0,1,0
10940,0,0,569.0,536.0,0,0,23.0,1105.0,0,0
10943,0,1,554.0,504.0,0,0,8.0,1058.0,0,0
10944,1,1,526.0,512.0,0,1,14.0,1038.0,0,0
10945,0,0,618.0,599.0,0,1,13.0,1217.0,0,0
10949,0,0,618.0,582.0,0,1,31.0,1200.0,0,0
10952,1,0,566.0,574.0,1,1,33.0,1140.0,1,1
10953,0,1,591.0,607.0,1,0,22.0,1198.0,0,0
10957,1,1,549.0,512.0,0,1,18.0,1061.0,0,0
10958,1,1,573.0,557.0,0,1,14.0,1130.0,0,0
10959,0,0,614.0,587.0,0,0,33.0,1201.0,0,0
10960,0,1,614.0,563.0,0,0,4.0,1177.0,0,0
10962,1,1,557.0,563.0,1,0,19.0,1120.0,0,1
10963,0,1,518.0,523.0,1,1,1.0,1041.0,1,0
10966,1,1,591.0,543.0,1,1,2.0,1134.0,1,1
10967,1,1,599.0,577.0,0,1,0.0,1176.0,0,0
10968,0,1,599.0,615.0,1,0,29.0,1214.0,0,0
10970,1,0,562.0,603.0,0,1,12.0,1165.0,0,0
10971,1,0,569.0,550.0,0,1,15.0,1119.0,0,0
10975,0,0,569.0,590.0,0,0,12.0,1159.0,0,0
10976,0,0,611.0,599.0,0,1,0.0,1210.0,0,0
10977,0,1,627.0,590.0,0,0,9.0,1217.0,0,0
10983,1,1,562.0,556.0,0,1,9.0,1118.0,0,0
10985,1,0,559.0,593.0,0,1,14.0,1152.0,0,0
10986,0,0,562.0,545.0,1,0,25.0,1107.0,0,0
10988,1,0,550.0,579.0,0,0,29.0,1129.0,0,0
10991,0,1,643.0,626.0,0,0,25.0,1269.0,0,0
10993,0,1,575.0,607.0,1,1,25.0,1182.0,1,0
10994,0,0,502.0,541.0,0,1,19.0,1043.0,0,0
10996,1,1,582.0,587.0,0,1,15.0,1169.0,0,0
10998,1,0,521.0,492.0,0,1,9.0,1013.0,0,0
11001,0,1,618.0,632.0,0,0,1.0,1250.0,0,0
11002,0,0,669.0,659.0,0,1,8.0,1328.0,0,0
11008,1,1,550.0,593.0,0,0,4.0,1143.0,0,0
11009,0,0,631.0,599.0,0,1,3.0,1230.0,0,0
11010,1,1,569.0,587.0,0,1,21.0,1156.0,0,0
11011,0,1,582.0,570.0,0,0,31.0,1152.0,0,0
11012,0,1,550.0,556.0,0,1,3.0,1106.0,0,0
11013,1,1,568.0,565.0,0,0,22.0,1133.0,0,0
11014,0,0,552.0,565.0,0,0,13.0,1117.0,0,0
11015,0,0,591.0,596.0,1,0,10.0,1187.0,0,0
11016,0,1,604.0,577.0,0,0,2.0,1181.0,0,0
11017,0,1,547.0,577.0,0,0,2.0,1124.0,0,0
11021,0,1,637.0,556.0,0,1,15.0,1193.0,0,0
11023,1,1,547.0,543.0,0,1,32.0,1090.0,0,0
11024,1,0,541.0,554.0,1,1,10.0,1095.0,1,1
11026,0,1,622.0,615.0,1,1,0.0,1237.0,1,0
11028,1,1,545.0,530.0,0,1,25.0,1075.0,0,0
11029,1,1,557.0,556.0,0,1,8.0,1113.0,0,0
11030,0,0,593.0,582.0,1,0,3.0,1175.0,0,0
11031,0,1,536.0,559.0,0,0,10.0,1095.0,0,0
